1.716156659747525930e+09,-1.068646913724708158e-01
1.716156659747525930e+09,-1.079752191509492087e-01
1.716156659747525930e+09,-1.091898897559495929e-01
1.716156659747525930e+09,-1.103354414014328239e-01
1.716156659747525930e+09,-1.115353407774521272e-01
1.716156659748676062e+09,nan
1.716156659750922203e+09,-1.127125721651174167e-01
1.716156659753196001e+09,-1.138740121036091596e-01
1.716156659753196001e+09,-1.150075866002396308e-01
1.716156659756592274e+09,-1.161272766429061881e-01
1.716156659756592274e+09,-1.172432675121946877e-01
1.716156659757724524e+09,-1.183557959485165983e-01
1.716156659759987354e+09,-1.195214356425296776e-01
1.716156659759987354e+09,-1.206533025654172725e-01
1.716156659759987354e+09,-1.217587451381591523e-01
1.716156659759987354e+09,-1.229023677882250393e-01
1.716156659762280464e+09,-1.240155453225745413e-01
1.716156659762280464e+09,-1.251451249168417379e-01
1.716156659763436556e+09,nan
1.716156659765703678e+09,-1.262565675251779151e-01
1.716156659765703678e+09,-1.273695070016175601e-01
1.716156659765713930e+09,-1.285073490012592079e-01
1.716156659765713930e+09,-1.296301282355702411e-01
1.716156659765713930e+09,-1.307345406380279462e-01
1.716156659766846895e+09,-1.318865308458356256e-01
1.716156659770209789e+09,-1.330114047949877698e-01
1.716156659770209789e+09,-1.341661128968563432e-01
1.716156659770209789e+09,-1.352944177719290764e-01
1.716156659770220280e+09,-1.364149891538354586e-01
1.716156659770220280e+09,-1.375488467211018750e-01
1.716156659771353960e+09,-1.386749683945002198e-01
1.716156659771353960e+09,-1.397775391036450154e-01
1.716156659771353960e+09,-1.408780482053429428e-01
1.716156659773622513e+09,-1.420133116655695749e-01
1.716156659775886774e+09,-1.431514558795644043e-01
1.716156659777024746e+09,-1.442563814189805615e-01
1.716156659777024746e+09,-1.453764597169889261e-01
1.716156659778166294e+09,-1.464864461691196829e-01
1.716156659779294968e+09,nan
1.716156659781539440e+09,-1.476207721312155219e-01
1.716156659781539440e+09,-1.487466521384118723e-01
1.716156659781539440e+09,-1.498692749250674083e-01
1.716156659782688856e+09,-1.509905261018613665e-01
1.716156659783822060e+09,-1.520891968215505596e-01
1.716156659786001682e+09,-1.532260830690823084e-01
1.716156659787127733e+09,-1.543434505173719995e-01
1.716156659787127733e+09,-1.554095125706574654e-01
1.716156659787127733e+09,-1.565048288058018822e-01
1.716156659788262606e+09,nan
1.716156659790505886e+09,-1.576133726111709765e-01
1.716156659790505886e+09,-1.587297212983787842e-01
1.716156659791651726e+09,nan
1.716156659792788506e+09,-1.598463378011477087e-01
1.716156659792788506e+09,-1.609425131444698343e-01
1.716156659795044422e+09,-1.620678983886397750e-01
1.716156659795044422e+09,-1.631942489895639170e-01
1.716156659796194553e+09,-1.643161537256331295e-01
1.716156659797339678e+09,-1.654242082002368164e-01
1.716156659797339678e+09,-1.665590891026920428e-01
1.716156659799598932e+09,-1.676737707707908753e-01
1.716156659800740004e+09,nan
1.716156659802984953e+09,-1.688037479519604589e-01
1.716156659802984953e+09,-1.699097732270786476e-01
1.716156659805234671e+09,-1.710322628363735997e-01
1.716156659805234671e+09,-1.721481893020526677e-01
1.716156659805234671e+09,-1.732483972364569913e-01
1.716156659806377649e+09,nan
1.716156659807531834e+09,-1.743692832350713651e-01
1.716156659807531834e+09,-1.754648283854955138e-01
1.716156659809810877e+09,-1.765775220665169176e-01
1.716156659809823751e+09,-1.777078215724995636e-01
1.716156659812071323e+09,-1.788407015863887339e-01
1.716156659813199043e+09,-1.799440287641247138e-01
1.716156659813199043e+09,-1.810956664509253411e-01
1.716156659815439939e+09,nan
1.716156659816573143e+09,-1.821907933923924972e-01
1.716156659817712307e+09,-1.833023353086427054e-01
1.716156659817712307e+09,-1.844103623128930114e-01
1.716156659819953680e+09,-1.855008182547385476e-01
1.716156659819953680e+09,-1.866144688920910177e-01
1.716156659821079254e+09,-1.877318608418818979e-01
1.716156659822206736e+09,-1.888497122718635068e-01
1.716156659824487448e+09,-1.899389956375974464e-01
1.716156659826744080e+09,-1.910444271820503082e-01
1.716156659826744080e+09,-1.921493825081565521e-01
1.716156659829009056e+09,-1.932634512485884304e-01
1.716156659830149174e+09,-1.943805450644885136e-01
1.716156659830149174e+09,-1.954973868449704777e-01
1.716156659830149174e+09,-1.965938713208173483e-01
1.716156659832410812e+09,-1.977067036036989078e-01
1.716156659832410812e+09,-1.988115703985597060e-01
1.716156659834666252e+09,-1.999280984402145023e-01
1.716156659834666252e+09,-2.010488043866605901e-01
1.716156659835806370e+09,-2.021486996066699515e-01
1.716156659835806370e+09,-2.032628133023985650e-01
1.716156659836934090e+09,-2.043512247314374641e-01
1.716156659836934090e+09,-2.054659834811730090e-01
1.716156659839211941e+09,-2.065779096759577660e-01
1.716156659841473103e+09,nan
1.716156659843728304e+09,-2.077012301164110342e-01
1.716156659843728304e+09,-2.088046910525317712e-01
1.716156659846100569e+09,-2.099148794176271260e-01
1.716156659846110821e+09,-2.110005599794288200e-01
1.716156659848354816e+09,-2.121216283708884098e-01
1.716156659848354816e+09,-2.132056138297313830e-01
1.716156659849483013e+09,-2.143564058837840458e-01
1.716156659849483013e+09,-2.155369336658077839e-01
1.716156659850621223e+09,-2.166522081084095996e-01
1.716156659854011536e+09,-2.177383453834812466e-01
1.716156659854011536e+09,-2.188411957881705727e-01
1.716156659854022741e+09,-2.199481857268543172e-01
1.716156659855170488e+09,-2.210569851888718740e-01
1.716156659857401609e+09,-2.221636393035606449e-01
1.716156659857401609e+09,-2.232525772432103761e-01
1.716156659857401609e+09,-2.243856136209056440e-01
1.716156659858526707e+09,-2.254867570031831026e-01
1.716156659860845089e+09,-2.265646228128419259e-01
1.716156659860888720e+09,-2.276579980023015759e-01
1.716156659863151789e+09,-2.287652441189371444e-01
1.716156659863151789e+09,-2.298626809595167575e-01
1.716156659864295244e+09,-2.310660676344475084e-01
1.716156659865433931e+09,-2.321550054098113491e-01
1.716156659867692709e+09,-2.332652135988015907e-01
1.716156659867692709e+09,-2.343753495901328143e-01
1.716156659868821144e+09,-2.354817043239740837e-01
1.716156659871062994e+09,nan
1.716156659872199535e+09,-2.365687586485043514e-01
1.716156659872199535e+09,-2.376666331281951927e-01
1.716156659872209072e+09,-2.387648986442409971e-01
1.716156659873349667e+09,-2.398441106661532984e-01
1.716156659875606298e+09,-2.409459344876444808e-01
1.716156659876740932e+09,-2.420601709336081819e-01
