timeRec,position
1.739922056322480202e+09
1.739922056324182034e+09
1.739922056325316668e+09
1.739922056326578856e+09
1.739922056327565193e+09
1.739922056328733444e+09
1.739922056330564022e+09
1.739922056331003428e+09
1.739922056332124949e+09
1.739922056333260059e+09
1.739922056334347963e+09
1.739922056340021849e+09
1.739922056340333939e+09
1.739922056340513945e+09
1.739922056340660810e+09
1.739922056341577053e+09
1.739922056342688084e+09
1.739922056343889236e+09
1.739922056344980478e+09
1.739922056346142530e+09
1.739922056347282171e+09
1.739922056349859238e+09
1.739922056350153923e+09
1.739922056351310253e+09
1.739922056352504730e+09
1.739922056353957891e+09
1.739922056354970694e+09
1.739922056355955124e+09
1.739922056358113289e+09
1.739922056358210564e+09
1.739922056359410286e+09
1.739922056371114254e+09
1.739922056371304274e+09
1.739922056371345997e+09
1.739922056371381760e+09
1.739922056371423483e+09
1.739922056371459246e+09
1.739922056371493578e+09
1.739922056371528149e+09
1.739922056371562243e+09
1.739922056371596813e+09
1.739922056376258612e+09
1.739922056376578569e+09
1.739922056376736403e+09
1.739922056376774549e+09
1.739922056377415895e+09
1.739922056378408670e+09
1.739922056380848408e+09
1.739922056381856203e+09
1.739922056382208824e+09
1.739922056383084536e+09
1.739922056385324955e+09
1.739922056392125130e+09
1.739922056392163038e+09
1.739922056392198086e+09
1.739922056392232656e+09
1.739922056392266512e+09
1.739922056392301083e+09
1.739922056392443657e+09
1.739922056396034718e+09
1.739922056396086931e+09
1.739922056400028229e+09
1.739922056400070667e+09
1.739922056400109053e+09
1.739922056400147438e+09
1.739922056401208878e+09
1.739922056402634859e+09
1.739922056403271675e+09
1.739922056405622244e+09
1.739922056405689240e+09
1.739922056406730413e+09
1.739922056409136295e+09
1.739922056409539223e+09
1.739922056411722898e+09
1.739922056421361446e+09
1.739922056422452688e+09
1.739922056423857689e+09
1.739922056424881697e+09
1.739922056425044537e+09
1.739922056425234079e+09
1.739922056425499439e+09
1.739922056425789833e+09
1.739922056429884672e+09
1.739922056431271791e+09
1.739922056435087681e+09
1.739922056436018229e+09
1.739922056437621593e+09
1.739922056439859629e+09
1.739922056439915419e+09
1.739922056439965248e+09
1.739922056440054178e+09
1.739922056440095186e+09
1.739922056440131187e+09
1.739922056440165281e+09
1.739922056440212965e+09
1.739922056440251112e+09
1.739922056440296888e+09
1.739922056440336227e+09
1.739922056440387249e+09
1.739922056442024231e+09
1.739922056443640947e+09
1.739922056447560549e+09
1.739922056448061228e+09
1.739922056448409796e+09
1.739922056448565006e+09
