timeRec,sineWave
1.716156659919244528e+09,-2.863712857749998175e-01
1.716156659920382977e+09,-2.874618689902475044e-01
1.716156659921496630e+09,-2.885283387129634058e-01
1.716156659922628164e+09,-2.896115657155616252e-01
1.716156659923755169e+09,-2.906900875738478440e-01
1.716156659924833536e+09,-2.917217187392857070e-01
1.716156659925972939e+09,-2.928113712131096835e-01
1.716156659927113056e+09,-2.939013272152730116e-01
1.716156659928225994e+09,-2.949649308532709124e-01
1.716156659929360628e+09,-2.960488927237461820e-01
1.716156659930492640e+09,-2.971299693038056411e-01
1.716156659931630611e+09,-2.982163543852663912e-01
1.716156659932769299e+09,-2.993030357496923588e-01
1.716156659933904648e+09,-3.003861453270280646e-01
1.716156659935017109e+09,-3.014470442880908818e-01
1.716156659936161757e+09,-3.025382485039142533e-01
1.716156659937299013e+09,-3.036220142700400970e-01
1.716156659938431978e+09,-3.047012998854746746e-01
1.716156659939566374e+09,-3.057815563760631905e-01
1.716156659940721989e+09,-3.068816148153933332e-01
1.716156659941864491e+09,-3.079687877749380243e-01
1.716156659942973852e+09,-3.090240407987192572e-01
1.716156659944114685e+09,-3.101088334185445605e-01
1.716156659945265770e+09,-3.112029653684400543e-01
1.716156659946417332e+09,-3.122971379634894018e-01
1.716156659947530270e+09,-3.133542180843384428e-01
1.716156659948665380e+09,-3.144319584695727254e-01
1.716156659949799776e+09,-3.155086149942794571e-01
1.716156659950919151e+09,-3.165706176844271802e-01
1.716156659952069521e+09,-3.176616128969518837e-01
1.716156659953189611e+09,-3.187234878450921349e-01
1.716156659954327345e+09,-3.198016794169830646e-01
1.716156659955443859e+09,-3.208593597731135283e-01
1.716156659956566334e+09,-3.219222833161447528e-01
1.716156659957714796e+09,-3.230093959406733495e-01
1.716156659958831072e+09,-3.240656331444118354e-01
1.716156659959962845e+09,-3.251361217796027714e-01
1.716156659961074829e+09,-3.261874876098586062e-01
1.716156659962203026e+09,-3.272537698976455411e-01
1.716156659963332415e+09,-3.283207616587684452e-01
1.716156659964452028e+09,-3.293781049670691519e-01
1.716156659965593338e+09,-3.304555127046611696e-01
1.716156659966748476e+09,-3.315455361660296640e-01
1.716156659967881441e+09,-3.326142068459894685e-01
1.716156659968993425e+09,-3.336626721759905490e-01
1.716156659970105648e+09,-3.347109495959512682e-01
1.716156659971235752e+09,-3.357756562543230960e-01
1.716156659972365141e+09,-3.368392606241763509e-01
1.716156659973480701e+09,-3.378894204027563242e-01
1.716156659974625826e+09,-3.389669735041232479e-01
1.716156659975764990e+09,-3.400384768313239325e-01
1.716156659976897955e+09,-3.411037117898563786e-01
1.716156659978016615e+09,-3.421550672312369534e-01
1.716156659979175329e+09,-3.432436156526060267e-01
1.716156659980309010e+09,-3.443082000446695545e-01
1.716156659981439829e+09,-3.453696569477333056e-01
1.716156659982578039e+09,-3.464376054931618265e-01
1.716156659983696699e+09,-3.474867732444543167e-01
1.716156659984863520e+09,-3.485806464199276422e-01
1.716156659985999584e+09,-3.496452304335522232e-01
1.716156659987110615e+09,-3.506859191670866349e-01
1.716156659988240480e+09,-3.517438065175823025e-01
1.716156659989371538e+09,-3.528023602722839547e-01
1.716156659990481853e+09,-3.538410622685517204e-01
1.716156659991608381e+09,-3.548944852313467568e-01
1.716156659992742062e+09,-3.559541419085298086e-01
1.716156659993862152e+09,-3.570006467918702686e-01
1.716156659995010614e+09,-3.580731945013692630e-01
1.716156659996135950e+09,-3.591236861947463277e-01
1.716156659997282267e+09,-3.601932957331533403e-01
1.716156659998420715e+09,-3.612550954975269901e-01
1.716156659999582767e+09,-3.623384266580015889e-01
1.716156660000692844e+09,-3.633728466003973701e-01
1.716156660001827478e+09,-3.644296872222250183e-01
1.716156660002981424e+09,-3.655040344570206767e-01
1.716156660004112720e+09,-3.665568218407245227e-01
1.716156660005242825e+09,-3.676080314704223140e-01
1.716156660006361961e+09,-3.686485768190213563e-01
1.716156660007511854e+09,-3.697172373818706226e-01
1.716156660008654118e+09,-3.707783235137119271e-01
1.716156660009763241e+09,-3.718081617217915413e-01
1.716156660010891199e+09,-3.728550194783604166e-01
1.716156660012018204e+09,-3.739005183522782216e-01
1.716156660013160944e+09,-3.749601299365732943e-01
1.716156660014323473e+09,-3.760375882865443220e-01
1.716156660015515089e+09,-3.771414777426146947e-01
1.716156660016634941e+09,-3.781783983740615307e-01
1.716156660017774343e+09,-3.792329347548844543e-01
1.716156660018930674e+09,-3.803026346615832054e-01
1.716156660020068645e+09,-3.813548552544427928e-01
1.716156660021207333e+09,-3.824072428924726874e-01
1.716156660022327185e+09,-3.834417393555302200e-01
1.716156660023465395e+09,-3.844927020184271127e-01
1.716156660024595737e+09,-3.855359069995253907e-01
1.716156660025727272e+09,-3.865797188065161483e-01
1.716156660026859760e+09,-3.876239147622452808e-01
1.716156660027971029e+09,-3.886480625372070175e-01
1.716156660029105663e+09,-3.896932483622241872e-01
1.716156660030234814e+09,-3.907328848028079893e-01
1.716156660031345367e+09,-3.917549129225786353e-01
1.716156660032474995e+09,-3.927939984341301538e-01
1.716156660033607006e+09,-3.938347742179343913e-01
1.716156660034723520e+09,-3.948608074503486831e-01
1.716156660035930157e+09,-3.959691060335270851e-01
1.716156660037064075e+09,-3.970100878364140606e-01
1.716156660038174629e+09,-3.980291248496252154e-01
1.716156660039303064e+09,-3.990640668872945662e-01
1.716156660040431023e+09,-4.000980637624437231e-01
1.716156660041563511e+09,-4.011357011224185865e-01
1.716156660042679548e+09,-4.021577621280738035e-01
1.716156660043806314e+09,-4.031891403903570814e-01
1.716156660044936419e+09,-4.042230597737647702e-01
1.716156660046088696e+09,-4.052767333681718265e-01
1.716156660047204018e+09,-4.062961019308005128e-01
1.716156660048361540e+09,-4.073535055454168274e-01
1.716156660049496651e+09,-4.083899062199641827e-01
1.716156660050624847e+09,-4.094194726148351338e-01
1.716156660051754475e+09,-4.104498223490419262e-01
1.716156660052870750e+09,-4.114674795331915158e-01
1.716156660054011583e+09,-4.125069945353642686e-01
1.716156660055121899e+09,-4.135181867239166031e-01
1.716156660056253195e+09,-4.145479623545437753e-01
1.716156660057385445e+09,-4.155780748557210691e-01
1.716156660058494091e+09,-4.165861969086797623e-01
1.716156660059623241e+09,-4.176124374749128898e-01
1.716156660060738325e+09,-4.186253708379084060e-01
1.716156660061874866e+09,-4.196572605304874082e-01
1.716156660063005924e+09,-4.206836333598133471e-01
1.716156660064145565e+09,-4.217172505313062647e-01
1.716156660065268278e+09,-4.227349792428169994e-01
1.716156660066398144e+09,-4.237586537229106609e-01
1.716156660067533255e+09,-4.247865356937469139e-01
1.716156660068666458e+09,-4.258121445467290545e-01
1.716156660069775581e+09,-4.268154299894473258e-01
1.716156660070882797e+09,-4.278164663972770509e-01
1.716156660072015762e+09,-4.288402398026667783e-01
1.716156660073136330e+09,-4.298522688440492012e-01
1.716156660074285984e+09,-4.308900066132393958e-01
1.716156660075425625e+09,-4.319181435182100626e-01
1.716156660076573610e+09,-4.329532414756028791e-01
1.716156660077690363e+09,-4.339596303990038706e-01
1.716156660078822613e+09,-4.349794324795020484e-01
1.716156660079956770e+09,-4.360003934333860354e-01
1.716156660081094980e+09,-4.370244391317120169e-01
1.716156660082213640e+09,-4.380303437762803065e-01
1.716156660083353043e+09,-4.390543366061421260e-01
1.716156660084464312e+09,-4.400524966133279592e-01
1.716156660085616350e+09,-4.410867028059194950e-01
1.716156660086725235e+09,-4.420816161640477304e-01
1.716156660087894678e+09,-4.431302746827058825e-01
1.716156660089221954e+09,-4.443197303788348207e-01
1.716156660090361595e+09,-4.453404096727157646e-01
1.716156660091497421e+09,-4.463570969695213608e-01
1.716156660092637300e+09,-4.473768333104803929e-01
1.716156660093816519e+09,-4.484311506511113321e-01
1.716156660094931364e+09,-4.494273398517322771e-01
1.716156660096064329e+09,-4.504391480394927538e-01
1.716156660097197056e+09,-4.514501652991582681e-01
1.716156660098325253e+09,-4.524565635708258093e-01
1.716156660099460125e+09,-4.534683358384455354e-01
1.716156660100591660e+09,-4.544765508427798806e-01
1.716156660101702213e+09,-4.554655057887285752e-01
1.716156660102830410e+09,-4.564695967096752405e-01
1.716156660103969097e+09,-4.574824349236033538e-01
1.716156660105121851e+09,-4.585071809494961070e-01
1.716156660106267452e+09,-4.595249650538206776e-01
1.716156660107406378e+09,-4.605362204444798380e-01
1.716156660108541965e+09,-4.615439173789149807e-01
1.716156660109655619e+09,-4.625315720387944696e-01
1.716156660110791683e+09,-4.635385113461965578e-01
1.716156660111935377e+09,-4.645516085848017118e-01
1.716156660113067865e+09,-4.655541809645974971e-01
1.716156660114177704e+09,-4.665361226113307613e-01
1.716156660115317583e+09,-4.675440449242820873e-01
1.716156660116431475e+09,-4.685284011772671842e-01
1.716156660117564917e+09,-4.695294375007211252e-01
1.716156660118694305e+09,-4.705262942154800343e-01
1.716156660119830847e+09,-4.715288582643315518e-01
1.716156660120959520e+09,-4.725238791973845887e-01
1.716156660122067451e+09,-4.735000284905048762e-01
1.716156660123177528e+09,-4.744774854075289316e-01
1.716156660124312401e+09,-4.754761711249240741e-01
1.716156660125442743e+09,-4.764702617726153111e-01
1.716156660126553774e+09,-4.774467751243292035e-01
1.716156660127687216e+09,-4.784423790692279854e-01
1.716156660128822565e+09,-4.794390422064675472e-01
1.716156660129952192e+09,-4.804300689228011012e-01
1.716156660131084919e+09,-4.814231992092071755e-01
1.716156660132207870e+09,-4.824071492945097850e-01
1.716156660133338451e+09,-4.833971698495973524e-01
1.716156660134448051e+09,-4.843682172445955558e-01
1.716156660135587215e+09,-4.853645165643505899e-01
1.716156660136730909e+09,-4.863641441088544237e-01
1.716156660137850761e+09,-4.873423166374278304e-01
1.716156660138992310e+09,-4.883388113031170708e-01
1.716156660140121937e+09,-4.893242733686107848e-01
1.716156660141247749e+09,-4.903057863305186337e-01
1.716156660142377138e+09,-4.912897927807375331e-01
1.716156660143493176e+09,-4.922615508996336375e-01
1.716156660144644022e+09,-4.932629759455339769e-01
1.716156660145782709e+09,-4.942531773873077294e-01
1.716156660146925449e+09,-4.952462591354773735e-01
1.716156660148035765e+09,-4.962105430311977705e-01
1.716156660149143696e+09,-4.971721465565963616e-01
1.716156660150267124e+09,-4.981465773751301285e-01
1.716156660151392937e+09,-4.991224454607268157e-01
1.716156660152529001e+09,-5.001065588186820454e-01
1.716156660153645515e+09,-5.010731078667628458e-01
1.716156660154777527e+09,-5.020524348968654627e-01
1.716156660155941725e+09,-5.030589360901512874e-01
1.716156660157055378e+09,-5.040211010498856226e-01
1.716156660158206463e+09,-5.050149489762116861e-01
1.716156660159331322e+09,-5.059855068699558034e-01
1.716156660160458088e+09,-5.069570686172500951e-01
1.716156660161570549e+09,-5.079156642596915905e-01
1.716156660162698746e+09,-5.088871771340397476e-01
1.716156660163833141e+09,-5.098633749150627281e-01
1.716156660164964437e+09,-5.108362520574023513e-01
1.716156660166079521e+09,-5.117945472280366337e-01
1.716156660167210817e+09,-5.127661249540073074e-01
1.716156660168326616e+09,-5.137237505708042162e-01
1.716156660169463396e+09,-5.146987250729173624e-01
1.716156660170591831e+09,-5.156658848533075545e-01
1.716156660171707630e+09,-5.166215687673550994e-01
1.716156660172838688e+09,-5.175896654061055147e-01
1.716156660173982859e+09,-5.185683120497865950e-01
1.716156660175095797e+09,-5.195195929137511603e-01
1.716156660176252365e+09,-5.205074850780537776e-01
1.716156660177372932e+09,-5.214639624555266195e-01
1.716156660178510427e+09,-5.224342190413104881e-01
1.716156660179625034e+09,-5.233842968423136899e-01
1.716156660180763483e+09,-5.243540259172321250e-01
1.716156660181896925e+09,-5.253188150964527292e-01
1.716156660183015347e+09,-5.262701573802340826e-01
1.716156660184154272e+09,-5.272382640866066783e-01
1.716156660185303211e+09,-5.282141895545259258e-01
1.716156660186451197e+09,-5.291886085510572046e-01
1.716156660187584877e+09,-5.301502008393961241e-01
1.716156660188700199e+09,-5.310955567039428171e-01
1.716156660189831972e+09,-5.320541811190873105e-01
1.716156660190970182e+09,-5.330175706595360330e-01
1.716156660192112923e+09,-5.339840997196210193e-01
1.716156660193249464e+09,-5.349446941279134560e-01
1.716156660194366455e+09,-5.358880915130707079e-01
1.716156660195495844e+09,-5.368412801163079395e-01
1.716156660196630955e+09,-5.377986080814742831e-01
1.716156660197767496e+09,-5.387564482572519964e-01
1.716156660198895693e+09,-5.397065675554498787e-01
1.716156660200030565e+09,-5.406616157962113034e-01
1.716156660201159239e+09,-5.416107567468488870e-01
1.716156660202294350e+09,-5.425646151726460920e-01
1.716156660203431606e+09,-5.435195756674006118e-01
1.716156660204546928e+09,-5.444554348887301609e-01
1.716156660205715179e+09,-5.454349801465677716e-01
1.716156660206846476e+09,-5.463828303365433348e-01
1.716156660207979202e+09,-5.473311784675748415e-01
1.716156660209116220e+09,-5.482824133209340811e-01
1.716156660210225582e+09,-5.492098274050249973e-01
1.716156660211355925e+09,-5.501540860292742918e-01
1.716156660212655306e+09,-5.512386867043274075e-01
1.716156660213768959e+09,-5.521675185382889373e-01
1.716156660214899540e+09,-5.531097682652490466e-01
1.716156660216042280e+09,-5.540614334033994171e-01
1.716156660217177868e+09,-5.550064252051065683e-01
1.716156660218296528e+09,-5.559366306349408093e-01
1.716156660219454050e+09,-5.568984189995921374e-01
1.716156660220592737e+09,-5.578438292106773222e-01
1.716156660221725464e+09,-5.587835730329869799e-01
1.716156660222854137e+09,-5.597192411562937897e-01
1.716156660223972559e+09,-5.606457070535164622e-01
1.716156660225116968e+09,-5.615929743628500503e-01
1.716156660226246357e+09,-5.625270877082039211e-01
1.716156660227432251e+09,-5.635071640191063880e-01
1.716156660228605032e+09,-5.644756237529183762e-01
1.716156660229721785e+09,-5.653970947337587649e-01
1.716156660230866909e+09,-5.663412440349069321e-01
1.716156660231985807e+09,-5.672630527738885542e-01
1.716156660233123541e+09,-5.681996506407380743e-01
1.716156660234279633e+09,-5.691506078530463864e-01
1.716156660235392570e+09,-5.700653497955342486e-01
1.716156660236527920e+09,-5.709977844116965739e-01
1.716156660237660170e+09,-5.719269405182524357e-01
1.716156660238770485e+09,-5.728373845201483183e-01
1.716156660239899397e+09,-5.737623534890122778e-01
1.716156660241056204e+09,-5.747094195170093789e-01
1.716156660242193460e+09,-5.756397302110386471e-01
1.716156660243337631e+09,-5.765749455712275706e-01
1.716156660244475126e+09,-5.775039561575791014e-01
1.716156660245591879e+09,-5.784152991694609947e-01
1.716156660246726751e+09,-5.793406901096855854e-01
1.716156660247870684e+09,-5.802727135092986543e-01
1.716156660249006748e+09,-5.811975750618846304e-01
1.716156660250124693e+09,-5.821069531510415507e-01
1.716156660251278877e+09,-5.830450466195267190e-01
1.716156660252397060e+09,-5.839531384441916106e-01
1.716156660253530025e+09,-5.848724902110695734e-01
1.716156660254665375e+09,-5.857930235204462655e-01
1.716156660255778551e+09,-5.866948460598284676e-01
1.716156660256910086e+09,-5.876107961355033771e-01
1.716156660258039951e+09,-5.885246445571861162e-01
1.716156660259172201e+09,-5.894396676470465835e-01
1.716156660260302067e+09,-5.903520106973079162e-01
1.716156660261482477e+09,-5.913043625894657263e-01
1.716156660262594700e+09,-5.922009469540003845e-01
1.716156660263728142e+09,-5.931138828915087924e-01
1.716156660264842510e+09,-5.940107131672666130e-01
1.716156660265994072e+09,-5.949367011544510753e-01
1.716156660267127991e+09,-5.958477312644593349e-01
1.716156660268261671e+09,-5.967578039382077648e-01
1.716156660269372940e+09,-5.976491413195375024e-01
1.716156660270500898e+09,-5.985531102531890246e-01
1.716156660271624565e+09,-5.994528826720871839e-01
1.716156660272732258e+09,-6.003391231110983828e-01
1.716156660273875237e+09,-6.012528228688278631e-01
1.716156660275015354e+09,-6.021634529892886389e-01
1.716156660276161194e+09,-6.030778647614231103e-01
1.716156660277279377e+09,-6.039694424732315881e-01
1.716156660278392315e+09,-6.048560880879471080e-01
1.716156660279541254e+09,-6.057706288769195702e-01
1.716156660280665398e+09,-6.066646587950941250e-01
1.716156660281786442e+09,-6.075554602589267050e-01
1.716156660282928467e+09,-6.084621483492910210e-01
1.716156660284034491e+09,-6.093394975698893656e-01
1.716156660285162687e+09,-6.102336674121874305e-01
1.716156660286286116e+09,-6.111232862040936187e-01
1.716156660287442207e+09,-6.120379651297490620e-01
1.716156660288571119e+09,-6.129303505645311567e-01
1.716156660289707184e+09,-6.138276013863954716e-01
1.716156660290835857e+09,-6.147182303845242224e-01
1.716156660291971445e+09,-6.156135249801734100e-01
1.716156660293112993e+09,-6.165127186582435304e-01
1.716156660294248343e+09,-6.174062326335292283e-01
1.716156660295408964e+09,-6.183188132056599562e-01
1.716156660296520233e+09,-6.191918079696330235e-01
1.716156660297634840e+09,-6.200666568007955348e-01
1.716156660298770666e+09,-6.209573680247398864e-01
1.716156660299900770e+09,-6.218427969862637683e-01
1.716156660301028967e+09,-6.227259393857552672e-01
1.716156660302164078e+09,-6.236136941854798499e-01
1.716156660303300142e+09,-6.245013903161282798e-01
1.716156660304445982e+09,-6.253959081016816635e-01
1.716156660305584908e+09,-6.262842145628291224e-01
1.716156660306713820e+09,-6.271639092194817300e-01
1.716156660307840824e+09,-6.280413203326401517e-01
1.716156660308975458e+09,-6.289238653658186795e-01
1.716156660310096502e+09,-6.297950447069177171e-01
1.716156660311230659e+09,-6.306756089293019674e-01
1.716156660312354565e+09,-6.315474131823106685e-01
1.716156660313479185e+09,-6.324189737443908221e-01
1.716156660314589262e+09,-6.332784789186876040e-01
1.716156660315725327e+09,-6.341572976739791034e-01
1.716156660316836119e+09,-6.350157752773849529e-01
1.716156660317944288e+09,-6.358714452500761061e-01
1.716156660319087029e+09,-6.367529910785753033e-01
1.716156660320225716e+09,-6.376305831186180884e-01
1.716156660321342230e+09,-6.384902836106565172e-01
1.716156660322471380e+09,-6.393589042783772713e-01
1.716156660323605299e+09,-6.402303727650873189e-01
1.716156660324734449e+09,-6.410973585366830374e-01
1.716156660325865030e+09,-6.419646237444781578e-01
1.716156660326974392e+09,-6.428148141225699108e-01
1.716156660328099012e+09,-6.436758909981679100e-01
1.716156660329230785e+09,-6.445416224128897031e-01
1.716156660330358505e+09,-6.454034322935138235e-01
1.716156660331484556e+09,-6.462631477969915661e-01
1.716156660332597733e+09,-6.471122283684813681e-01
1.716156660333731174e+09,-6.479759426938329625e-01
1.716156660334840536e+09,-6.488205010772178927e-01
1.716156660335972071e+09,-6.496811171393666040e-01
1.716156660337090492e+09,-6.505309423504216371e-01
1.716156660338218927e+09,-6.513875516225443585e-01
1.716156660339329720e+09,-6.522299577933003967e-01
1.716156660340475559e+09,-6.530981001653272111e-01
1.716156660341611147e+09,-6.539576291308009104e-01
1.716156660342745781e+09,-6.548155940031923361e-01
1.716156660343865633e+09,-6.556615547559605517e-01
1.716156660344993591e+09,-6.565128079369403347e-01
1.716156660346126795e+09,-6.573671784866272905e-01
1.716156660347251415e+09,-6.582142433050375274e-01
1.716156660348364115e+09,-6.590515099755007711e-01
1.716156660349499464e+09,-6.599049787233021158e-01
1.716156660350632429e+09,-6.607558072716115394e-01
1.716156660351768732e+09,-6.616082905641793577e-01
1.716156660352906466e+09,-6.624609911902338277e-01
1.716156660354018450e+09,-6.632935648637037218e-01
1.716156660355144739e+09,-6.641360131088934748e-01
1.716156660356256247e+09,-6.649665787094091174e-01
1.716156660357384920e+09,-6.658091309108459255e-01
1.716156660358517170e+09,-6.666535005825908744e-01
1.716156660359651804e+09,-6.674987909040972500e-01
1.716156660360808611e+09,-6.683597151269095038e-01
1.716156660361964941e+09,-6.692193906284400473e-01
1.716156660363088131e+09,-6.700535713053910047e-01
1.716156660364229441e+09,-6.709003434844430513e-01
1.716156660365374327e+09,-6.717488909931130792e-01
1.716156660366513729e+09,-6.725925000519019648e-01
