timeRec,sineWave
1.716156659733981609e+09
1.716156659734798431e+09
1.716156659736325264e+09
1.716156659737148046e+09
1.716156659739940882e+09
1.716156659740044117e+09
1.716156659742311478e+09
1.716156659742449522e+09
1.716156659744349241e+09
1.716156659744761944e+09
1.716156659746948242e+09
1.716156659748161316e+09
1.716156659749241114e+09
1.716156659749803782e+09
1.716156659751282930e+09
1.716156659752810717e+09
1.716156659753580570e+09
1.716156659755062103e+09
1.716156659755257130e+09
1.716156659756137371e+09
1.716156659758017302e+09
1.716156659758406162e+09
1.716156659760610819e+09
1.716156659761409044e+09
1.716156659761825323e+09
1.716156659763885736e+09
1.716156659764471292e+09
1.716156659766134262e+09
1.716156659766418695e+09
1.716156659767509937e+09
1.716156659768599987e+09
1.716156659770395994e+09
1.716156659770735264e+09
1.716156659772263765e+09
1.716156659773100138e+09
1.716156659774976254e+09
1.716156659775349855e+09
1.716156659777352810e+09
1.716156659777749300e+09
1.716156659778880358e+09
1.716156659780720234e+09
1.716156659781044245e+09
1.716156659782626629e+09
1.716156659783385515e+09
1.716156659784279823e+09
1.716156659786014557e+09
1.716156659787480116e+09
1.716156659787816048e+09
1.716156659789451122e+09
1.716156659790857077e+09
1.716156659791258097e+09
1.716156659792386055e+09
1.716156659793968678e+09
1.716156659796235561e+09
1.716156659796525240e+09
1.716156659797161579e+09
1.716156659798542261e+09
1.716156659799189329e+09
1.716156659802667856e+09
1.716156659803054333e+09
1.716156659803386688e+09
1.716156659804055691e+09
1.716156659804884911e+09
1.716156659806088686e+09
1.716156659807066202e+09
1.716156659808745384e+09
1.716156659810123205e+09
1.716156659810658932e+09
1.716156659812073231e+09
1.716156659812966824e+09
1.716156659813581705e+09
1.716156659815160751e+09
1.716156659816403389e+09
1.716156659817361832e+09
1.716156659818783760e+09
1.716156659820124388e+09
1.716156659821587563e+09
1.716156659821881533e+09
1.716156659824205160e+09
1.716156659824592113e+09
1.716156659825432777e+09
1.716156659826834917e+09
1.716156659827494860e+09
1.716156659829427958e+09
1.716156659831000566e+09
