timeRec,sineWave
1.716156659721364737e+09
1.716156659723248482e+09
1.716156659723601103e+09
1.716156659731777430e+09
1.716156659731904030e+09
1.716156659731953144e+09
1.716156659733840227e+09
1.716156659734937906e+09
1.716156659735003948e+09
1.716156659735425472e+09
1.716156659736444950e+09
1.716156659738312006e+09
1.716156659741107941e+09
1.716156659741213322e+09
1.716156659742113590e+09
1.716156659743305206e+09
1.716156659743438959e+09
1.716156659745404243e+09
1.716156659747620821e+09
1.716156659747779846e+09
1.716156659749633312e+09
1.716156659749722958e+09
1.716156659750933409e+09
1.716156659752303600e+09
1.716156659754061937e+09
1.716156659754394293e+09
1.716156659755367279e+09
1.716156659757341385e+09
1.716156659757643461e+09
1.716156659759292364e+09
1.716156659759864092e+09
1.716156659761736393e+09
1.716156659762125969e+09
1.716156659763786793e+09
1.716156659765900135e+09
1.716156659766585827e+09
1.716156659766981840e+09
1.716156659767616749e+09
1.716156659769990921e+09
1.716156659770310640e+09
1.716156659771466255e+09
1.716156659772512674e+09
1.716156659773786783e+09
1.716156659774608374e+09
1.716156659776354790e+09
1.716156659776886702e+09
1.716156659778547049e+09
1.716156659778948784e+09
1.716156659780606031e+09
1.716156659781758785e+09
1.716156659782316446e+09
1.716156659783552408e+09
1.716156659785283804e+09
1.716156659785592556e+09
1.716156659787067413e+09
1.716156659788362503e+09
1.716156659789377451e+09
1.716156659791884661e+09
1.716156659792903900e+09
1.716156659793251038e+09
1.716156659793769121e+09
1.716156659794730902e+09
1.716156659796022892e+09
1.716156659797310829e+09
1.716156659798377275e+09
1.716156659799869537e+09
1.716156659800379038e+09
1.716156659801480770e+09
1.716156659802802086e+09
1.716156659804493666e+09
1.716156659804953814e+09
1.716156659807143688e+09
1.716156659807585955e+09
1.716156659808425665e+09
1.716156659809898138e+09
1.716156659811887980e+09
1.716156659812749147e+09
1.716156659813044310e+09
1.716156659814448833e+09
1.716156659815658808e+09
1.716156659816697598e+09
1.716156659818139553e+09
1.716156659819266081e+09
1.716156659820827246e+09
1.716156659821383238e+09
1.716156659822175741e+09
1.716156659823573589e+09
1.716156659826011658e+09
1.716156659826608658e+09
1.716156659826689243e+09
1.716156659827818394e+09
1.716156659828433514e+09
1.716156659830840588e+09
1.716156659831284285e+09
1.716156659832710743e+09
1.716156659833762646e+09
1.716156659835779190e+09
1.716156659836410284e+09
1.716156659836963415e+09
1.716156659838492155e+09
1.716156659839061737e+09
1.716156659840087414e+09
1.716156659843261957e+09
1.716156659843352795e+09
1.716156659844390154e+09
1.716156659845262051e+09
1.716156659846252918e+09
1.716156659847178936e+09
1.716156659848703861e+09
1.716156659849314928e+09
1.716156659850651741e+09
1.716156659851560116e+09
1.716156659852666855e+09
1.716156659854579449e+09
1.716156659855455160e+09
1.716156659855775595e+09
1.716156659858099937e+09
1.716156659858720064e+09
1.716156659859512091e+09
1.716156659861705542e+09
1.716156659862053156e+09
1.716156659862838030e+09
1.716156659863818645e+09
1.716156659865461826e+09
1.716156659866476297e+09
1.716156659867463589e+09
1.716156659868931770e+09
1.716156659870745182e+09
1.716156659871245146e+09
1.716156659871850967e+09
1.716156659873282671e+09
1.716156659873917103e+09
1.716156659875586987e+09
1.716156659876450062e+09
1.716156659877996445e+09
1.716156659878601074e+09
1.716156659879617453e+09
1.716156659881587982e+09
1.716156659881946087e+09
1.716156659885261774e+09
1.716156659885632038e+09
1.716156659886216879e+09
1.716156659887128353e+09
1.716156659887417555e+09
1.716156659888900042e+09
1.716156659890361309e+09
1.716156659890895367e+09
1.716156659892573357e+09
1.716156659893269062e+09
1.716156659894148827e+09
1.716156659895855904e+09
1.716156659897276163e+09
1.716156659897794724e+09
1.716156659898759365e+09
1.716156659900760651e+09
1.716156659901437998e+09
1.716156659902520895e+09
1.716156659903757811e+09
1.716156659904652834e+09
1.716156659905817032e+09
1.716156659906515360e+09
1.716156659908215284e+09
1.716156659909409761e+09
1.716156659909993649e+09
1.716156659911761045e+09
1.716156659912173271e+09
1.716156659913766384e+09
1.716156659914422750e+09
1.716156659915725708e+09
1.716156659916957855e+09
1.716156659918119669e+09
1.716156659919628143e+09
1.716156659920942068e+09
1.716156659922437191e+09
1.716156659922862768e+09
1.716156659924003839e+09
1.716156659924849510e+09
1.716156659926021814e+09
1.716156659926948309e+09
1.716156659929425716e+09
1.716156659931020021e+09
1.716156659932133913e+09
1.716156659933327913e+09
1.716156659934061527e+09
1.716156659934350014e+09
1.716156659935988426e+09
1.716156659936927080e+09
1.716156659937210321e+09
1.716156659938310862e+09
1.716156659939635515e+09
1.716156659941288233e+09
1.716156659941745520e+09
1.716156659943240404e+09
1.716156659944891691e+09
1.716156659945214748e+09
1.716156659946575403e+09
1.716156659947256327e+09
1.716156659949057341e+09
1.716156659949870348e+09
1.716156659951100826e+09
1.716156659952948570e+09
1.716156659953321457e+09
1.716156659954567671e+09
1.716156659955863714e+09
1.716156659956938267e+09
1.716156659957278728e+09
1.716156659958884001e+09
1.716156659959781408e+09
1.716156659962302446e+09
1.716156659962616682e+09
1.716156659962909698e+09
1.716156659965310574e+09
1.716156659966257095e+09
1.716156659966825008e+09
1.716156659968794823e+09
1.716156659969449520e+09
